,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2011-08-01,215519.4571774135,293359.8262167649,130877.28882718069,256238.71939425272,282218.9646764089,134863.1742193276,95438.91596560297,300586.5241850514,136833.5947456941,237069.49836736723,215373.85348717973,150821.1714230123,366921.70429549064,133041.29798849614,419643.509684843,210225.6559818904,189974.48953271238,122099.51153360463,184274.74469609247,160952.78411242325,150688.5920590827,246744.3542746563,156165.01667911015,138893.5706338917,152610.473972116,210814.90011686637,134791.21541291894,206694.64465775268,163766.548385332,221567.518718099,245145.48595367608,179808.8146893266,120272.6581364763,150661.90608940754,114942.74360494775,110738.36656314891,113475.10563178505,101840.67631738092,145193.83917007004,164205.48364259314,244643.95761605038,105177.3742115373,122912.53903423093,117557.37990118725,225208.311376655,198747.71211034714,109233.88923533696,146779.42143537186,128281.84308176441,118999.99938481832,113578.00710439011
2011-09-01,214919.97905430594,291145.7477234395,130260.02510403919,255582.8045553073,280489.30310983333,134820.76220118513,95389.1226042009,299329.53055531747,136387.0109288457,235136.68984195334,215097.83180284835,149936.84350277603,366711.7326626673,132044.33749201184,417754.95653877273,209360.15906732157,189249.35471783564,121520.70369531598,184277.34339066673,160161.5891754564,150531.07915105228,245157.14732551397,155724.94036597005,138414.9454065846,152096.95701245856,210560.97743739086,134493.22599536608,205849.61281076926,163393.96665830535,220127.49779866854,245054.08342934036,179465.875574828,119919.68219010952,150150.7501772972,114940.04398833081,110661.97623535618,113561.87501659924,101856.47487382889,144951.59590811716,164269.2995845629,242782.79676203677,104980.21379587386,122477.163399903,117212.63954191522,223923.00155982573,198867.7324601213,109346.93237434437,146757.58640253157,128247.15718710191,118960.63510013283,113300.90807852247
2011-10-01,214281.82839978495,288781.86182805133,129906.16444421181,254929.70090668477,278941.4443526157,134707.058888045,95336.74188667363,297680.1380425749,136205.0043923245,233327.6404420324,214944.74487261008,148462.17669434013,366012.70530389115,131272.53363509104,416644.1954177993,208863.27986658106,188515.42582851066,121078.58192337945,184427.86204830022,159401.93371410636,150429.92251224318,243911.8951366552,155363.80350659284,137924.15294817436,151514.89991996344,210382.59408870232,134155.5698378365,204888.68248014132,163009.16784427362,218680.3442329832,244978.06046945346,178995.3657981772,119554.41025665514,149653.30993535244,114983.02485842352,110411.29904015416,113597.48135241489,101882.4806391619,144794.43080008565,164476.7905978068,240810.6456038996,104769.02803849867,121968.04435880121,116798.2033189154,222357.68062569635,198851.1933174382,109254.3422627236,146789.72668632373,128296.83960812578,118938.24439733867,112968.11082039027
2011-11-01,213736.60153547477,287614.63769513153,129725.28333557297,254218.75547903334,277300.7082117133,134494.5296892608,95179.51754830223,295986.4340746619,136041.04100180254,231682.44964262543,214917.2441732199,147256.61006479792,365627.1972272058,130746.78866348695,415227.9721945983,208215.79952873825,187739.66151610427,120706.4048642321,184529.63481208993,158569.50992448276,150291.22459819177,243049.1043309942,155002.4251992229,137465.0013065484,150935.71280090476,210565.62900087438,133835.83621419923,203795.28127376607,162605.10666984247,216886.2327502652,244910.5497812984,178495.38815154773,119091.18588828092,149220.36329015813,114998.23926487092,110215.11147130399,113526.9020384802,101916.99967034844,144693.17479309367,164650.67923023624,239160.92856954527,104664.53397705527,121526.25534947454,116430.09485515609,221011.753945763,198938.1112892117,109075.45018189524,146880.37986058687,128324.8950349207,118972.69076928422,112616.42979685568
2011-12-01,213470.35174782737,286853.91167021985,129642.83400950652,253617.5644826646,275597.84906844835,134246.2840635138,94981.16841272276,294706.57025232096,136541.9046431387,230331.6983934554,214966.75854375583,145771.04640685496,364789.7833349597,130234.82991904808,415102.9427672615,207535.38661316817,187575.28556745118,120093.98261062359,184608.73691658085,157711.7997481304,150021.3175641298,242355.06557250058,154650.40462689902,137234.71891560676,150377.90938820006,210779.74153064398,133540.86063175564,202615.28712918135,162212.29814762322,215201.37166686426,245040.3691197764,177956.7679753632,118703.39579777447,148671.66057920994,114967.0617796625,110086.74207178177,113378.75652933365,101940.53124837727,144653.46147087036,164779.44278099437,237634.66733652772,104601.84691522318,121034.61617921542,116144.1816785793,219622.94590009152,199111.74838084533,108845.70987243562,147036.99628365858,128274.1206729192,119038.92921408649,112304.72958820383
2012-01-01,213400.21857321262,286461.76983906026,129671.46578069589,253088.59471818354,274229.5455172242,134132.60817687577,94829.2013773872,293665.6693839413,137059.55741443302,229389.30282067493,215240.12920978363,144796.18456612655,364868.2616136826,130014.18202930421,415350.026673551,206737.92246190124,187556.5859170614,119574.32321337845,184727.0188205801,157032.70318722524,149784.4715874676,241560.88184084665,154344.43760758752,137205.46618145346,149945.42986863267,210914.77176925007,133399.1235235075,201789.58177496566,161901.1365336367,214049.01789923917,245677.70528269,177354.49548549496,118558.97435772592,148281.3891260189,114945.73927877162,110003.71240787923,113128.83650779528,101926.54927388001,144560.29121924305,164959.56126679332,236399.35021497044,104584.75036921586,120674.65203872432,116008.90924194922,218546.18698217018,199728.22133081986,108713.15568314069,147199.01625913,127987.48119648517,119057.57464357735,111940.37828907238
2012-02-01,213609.17086477054,285891.86712352774,129793.3143934855,252878.59392832604,273689.71824271843,134288.80058247453,94912.21032764448,292878.854012493,137906.07202611503,228494.34806332612,215631.44230467462,143852.56944374694,365129.1124820568,129889.33611944555,416081.5282840939,206292.7466120052,187721.41159406386,119175.8274356425,184892.39226937285,156817.37695996987,149826.29274340635,241129.62472754173,154276.84616800305,137505.69027842686,149760.18140111514,211269.98368982936,133453.21286664193,201485.70328170643,161781.6824332645,213322.9261579467,246358.9142326688,176872.37635607636,118622.54382439882,148012.49200144585,115093.46836136852,109951.54578569667,113092.18938746757,102071.28526626289,144909.25902903065,165336.92884934362,235571.82998652337,104669.90193719824,120505.3810962127,115987.51808529774,217523.0389517698,200483.96067035012,108672.7936846211,147426.57865737303,127693.76465118241,119145.41957437147,111706.09829529014
2012-03-01,214248.73553268146,285251.3413421988,129988.22462139436,253070.05353673396,274240.7037584677,134567.21161703765,95188.555662576,292324.28071352374,138691.94626129992,227556.84627628498,216095.64407586213,143314.3805733061,365418.4669835032,129562.80381445137,415996.62741534895,206227.9135326003,188246.8363701884,119295.25242457954,185467.6560866159,157182.1851022114,149977.72404963305,241158.0166897593,154602.6176380353,137913.9260115205,149841.09369037443,212044.02147068657,133792.30014813974,201675.3951736471,161859.05693775543,212970.5514282277,247143.1593352014,176562.18415123769,118955.77425926412,147961.02748298954,115327.29197437035,109812.1746483154,113277.9382339443,102250.22626504097,145627.51316982988,166062.85192095884,235433.00858184436,104976.86263811537,120563.00357557884,116207.46059549756,216630.35529982517,201492.13795515787,108688.58493553335,147982.59607817224,127658.7798054248,119526.8873020339,111705.45237463927
2012-04-01,215232.92631218396,284813.9479526513,130351.49693520025,253469.61141381794,275067.305150409,134847.2742944071,95734.42476917808,292222.79807685484,140173.46200518418,226473.7613916835,216456.25371693596,142854.49497701824,365409.0600632618,129115.25982471707,414989.4579944487,206611.01898588127,189247.7282920666,119624.71737920097,186197.252310455,157843.69806052503,150029.57077561758,241921.19957024526,155084.00272680682,138372.62989687765,150155.0662560565,213160.66513520046,134259.91950822558,202028.57371521243,162002.17900948625,212737.13006089462,247978.04726940763,176740.5496912313,119465.47046547725,148135.16043937983,115616.38320407963,109748.49143817551,113623.78989714563,102257.01425387402,146744.81803069377,166874.54625863698,235533.37597837325,105479.6191581957,120864.08926706959,116561.49737706939,215348.7902185031,202496.59864048532,108732.89172383731,148794.62625390422,127898.17138605098,120153.90497286433,111910.98463220969
2012-05-01,216313.48595322543,285012.97504250216,130821.79760046936,253968.0089568207,275763.6180483399,135159.8841567498,96461.73609213771,292704.15722739906,142293.34200584507,225566.74327689363,217022.14272062576,142533.0306871511,366087.16670401493,129120.95539161547,414354.06110662036,207085.6075230517,190624.6408831336,120112.31154743367,187134.04364465945,158668.36725386928,150385.5824478283,242686.40590815016,155543.52092950934,138801.6231815026,150524.6136124544,214067.59821571942,134653.39107763427,202361.06345308854,162199.21501411093,212771.7642245514,249085.2931357664,177087.40279483292,120381.74360428743,148512.91782751607,116006.46255416522,110033.96725511189,113907.40739477582,102580.99327666056,147958.6307257597,167989.38983703617,235414.67963639856,106060.0678420689,121382.20462776771,117084.48949019943,214284.87359644438,203714.24093554541,108920.36957157415,,128235.17794824143,120958.63843672501,112179.30238379736
2012-06-01,217363.7290302543,286139.4091408644,131459.0670446284,254333.31164510836,275790.12888406916,135600.37725793433,97292.3895531537,293652.2258941136,144836.0761885852,225157.96527719684,218013.48492725784,142555.45797197745,367839.5957057017,130224.80543256016,414295.4712570128,207675.0306726302,192102.73838211884,120710.82800228457,188175.6176228946,159728.4996455778,151119.23828322903,243489.81891159542,155729.0154683366,139141.34381630746,150816.27985200973,214710.3677786186,135005.19468870937,202852.54575546854,162396.333361403,212882.32989534977,250526.56129677256,177576.9632075449,121691.3725477273,148947.48859626186,116529.08834339054,110486.09291705019,114175.73604700727,102973.17932950646,149270.46517028558,169511.98778488257,235035.41164764817,106504.3402918713,121951.35863589276,117766.9739306213,213787.25436728515,204972.17955373848,109191.29983213334,151688.90815001048,128635.01791603061,121499.12805154054,112341.05266810548
2012-07-01,218284.3640272742,287772.94239871966,132098.28393058793,254672.4302801625,275678.9619266241,136099.61163418298,98116.15603538758,294805.27193810046,147607.67153599104,225100.84611211446,219478.97696019054,142800.9059368547,370505.3009506998,131862.1471978332,415775.04996814084,208219.47322231438,193523.63356109965,121359.70420710878,189098.89276802298,161085.48337262557,151842.2363661622,243993.98149805478,155806.1402269063,139369.61409141493,151068.59807979263,215180.83271145113,135385.68021376155,203468.22396812344,162621.74928215335,213062.01666561724,251826.77700594082,177883.5106832313,123070.72821052144,149283.6680167853,117142.62464078171,110978.30314177151,114465.09450426324,103755.0936460154,150586.53411233114,171258.37970404848,234548.2784127453,106810.76762524828,122506.23362938887,118492.46493709658,213933.13360262613,206153.31939855,109572.14368069946,153403.9734295502,129082.34743024467,122033.42543983723,112496.40987542504
2012-08-01,219109.3910922336,290355.8979914409,132666.68219854948,254684.00134156758,275063.46673154476,136472.38227584827,98722.36689299573,295793.22782963753,150356.75849526154,225323.15005864226,221283.73626041575,142933.43830834507,373807.19752430957,133712.17474873035,418031.9823766357,208349.7832985541,194836.99068548984,121763.27622525718,189805.29968988922,162551.40043925153,152080.69546941578,244392.11474646666,155680.79121934134,139436.25445035892,151101.8564506136,215708.73450495885,135588.0222777908,204251.22142782854,162655.31063934264,212983.10235681463,252995.0023857086,177690.817194748,124096.85343324924,149444.21129656793,117533.22045435388,110801.74065576801,114713.20743687917,104202.39374821998,151879.8128418245,173203.4053975862,233972.19743390646,106765.10138853587,122834.79924674588,119003.98050679348,213873.482032788,206995.1721212921,109791.09547145641,154907.99542334492,129614.10424191524,122471.67364538029,112485.96708103544
2012-09-01,219903.02660259532,293844.13840833673,133271.35486677807,254711.34321096286,274777.0800441482,136791.98532324718,99434.16162409459,296543.11135768454,153269.34074224532,225969.47316930487,223358.52263992766,142989.828696279,378216.953185427,135580.8090979378,420882.6949394027,208417.28700408046,196244.23691010138,122136.91477044851,190366.86321398627,164095.62832919625,152109.23446482103,245070.3844455029,155557.000176455,139566.93818666576,151149.44863990357,216250.54066795204,135812.77183729396,205160.10959436806,162727.72090630498,212753.6510950867,254657.35928438755,177560.79759294816,125048.8330704432,149624.0557275177,117899.52624078917,110622.61085107848,114971.69967705023,104762.77874116332,153305.31478632693,175214.67151171362,233294.4212421967,106619.31103966646,123176.0727992759,119264.22570422133,213577.15157660868,207912.05200344961,109973.84674850146,156064.1900107202,130172.63310500619,122888.45579136255,112547.14351604551
2012-10-01,220763.19990249863,298295.6720619343,134021.0455162317,254547.9374551177,274572.3420863279,137110.51465766618,100180.5188894761,297224.77850002074,155917.49543586446,226983.57071616626,225405.1111748901,142809.763662499,383137.0077156121,137522.99872274444,423572.10854941164,208415.68624085086,197683.09298950955,122414.45789294834,191113.96590620605,165686.34896134192,152140.57734307228,245830.1766740534,155375.36733668097,139753.23551739604,151135.99766884878,216605.406475193,135891.5493256195,206472.72105541147,162827.65460378534,212699.91775370613,255820.68994829364,177303.11183547686,125894.7848190876,149849.60098702763,118083.13746079087,110223.05870453705,115248.22665400035,105159.08872749541,154728.50666919208,177491.1739894217,232646.48434001216,106445.25329365944,123259.87925628026,119355.62031674317,213088.68000382846,208716.12573440466,110085.21128866608,156695.79653215446,130740.03362792602,122924.77977200213,112605.7747286817
2012-11-01,221592.51981489276,303170.07477300876,135082.67742437913,254532.5734467177,274844.42947172,137478.14074516078,100902.7049451928,298178.745087545,158314.42700177664,228476.5849162758,227318.378389586,142493.547496443,388136.46988477925,139760.46753526464,426435.99177590455,208559.4715025992,199422.64406134095,122867.14763754026,192236.90988082974,167119.65207812583,152147.4393633419,246968.70978836552,155241.8110388291,139896.85554208502,151137.83266544592,216688.7156200693,136013.52925667723,207985.53723663336,163247.27876645458,213119.71282278784,257042.22302964612,177398.3822074239,126799.24837414736,149964.03513843293,118287.39716443433,110263.74186853766,115383.62309007498,105400.81270695582,156077.32320832871,179671.9477571441,232400.8331386086,106357.14127864531,123229.01995594487,119453.0348484955,213190.86525010798,209598.64249198927,110421.84438931319,156958.03665664748,131104.27381811652,122835.64360263554,112709.75863810394
2012-12-01,222194.89029879041,308358.0886438265,136497.57943874024,254506.55515812477,275167.1218632294,137847.12365434764,101547.7792313451,299667.1863085851,160258.32807482744,230146.63242237,229008.47202551042,142176.77581682577,392797.08345283894,141830.37985467858,428485.25504180015,208684.34969025102,201227.3849545397,123306.61578845681,193511.39023091015,168423.87233711692,152166.84983385142,247939.9714001301,155153.34048745135,139984.32292000687,151073.4282440441,216729.09654724784,135904.27040835086,209562.9433605445,163781.18019297218,213330.43332900573,257362.16741732787,177351.32526030272,127416.26951290191,150031.7534111445,118498.33410559037,110624.23389403119,115440.77596192113,105604.85243674387,157287.2351568096,181880.50900394827,232470.1069328358,106431.42353869618,123163.24007315228,119589.50359926454,213499.94341827164,210157.39701623746,110880.01180408639,157241.4606070602,131310.09560205755,123130.28267841764,112774.09121194699
2013-01-01,222942.9361065932,313272.4445156602,138115.78020561926,254914.13477612825,275730.26585488074,138362.24169672152,102190.00370225112,301557.1351876587,162053.66016470507,232177.95762236367,230730.93337144374,142209.05161188284,396745.8427321447,144166.43715945064,430394.96583210374,208880.04267017334,203226.1869996731,123849.92568476526,194536.21280367687,169633.80122916098,152425.58976410926,249232.24895693632,155147.40528078147,140086.53178231043,151018.8053597432,217126.29025524724,135773.1202696775,211267.07214073432,164019.2342634067,213385.92061623838,257289.48247228866,177226.0872624532,127709.91536506893,150189.54320151653,118771.49688699585,111073.51741156587,115386.07021266036,105692.93937593223,158445.5112474832,184218.59599637752,233013.85037967932,106449.23818668789,123144.49254774327,119766.3456319176,213880.77494826086,210911.51204366694,111377.01202753658,157779.28066566336,131423.75534402338,123809.97066695224,112903.67015504232
2013-02-01,223861.16002575026,317621.4323293758,139767.76853777212,255592.0018156479,276279.12003947975,139016.844986313,102934.98079547186,303642.3337010256,163749.71829022467,234200.62063143137,232345.49562196704,142740.3989133779,400291.0854162132,146543.67942958375,431960.01058973325,209484.27357158685,204991.18690662002,124559.5636628539,195141.6251564004,170831.50302503034,152388.14413650453,250549.61449789678,155168.82041384003,140358.35996495272,151131.24885190962,217937.32782060452,135873.41077544447,213106.7406540014,163852.52639439236,213589.37304199112,256772.2254462648,177252.40522104138,127873.17980538572,150587.393990504,119095.18486131215,111067.98484069273,115413.23221916387,105350.42413153122,159708.2952801241,186083.46379225163,233738.29970946535,106456.758444244,123225.5231152196,119854.30695229552,213947.0286367565,211634.28293466437,111532.5530733266,158477.60458268004,131721.40936320354,124397.86804259015,113120.8171560663
2013-03-01,224815.7468519418,321357.24013557,141453.57887361757,256390.28240533348,276708.29911430454,139792.6303537949,103910.48387848302,305013.3768331296,165676.3631287705,236050.10945498323,233618.16752391984,143535.61145124352,402431.5795725235,149332.39412633248,433992.4823097035,209905.0510792559,206723.75246285103,125634.6753492888,195452.01358432847,172029.6196158269,152580.70809771479,251868.78099567597,155404.39965862036,140781.9317249849,151372.78769627062,218927.8497383086,136336.36541846988,214928.2919287693,163682.32191403784,214469.90946869738,256103.70422896228,177244.2314639994,128115.13082309799,151092.8414460634,119438.5188806951,110605.160828834,115423.9759912213,105002.62820243712,161087.495243395,187590.56683836444,234298.13786943487,106368.43433236766,123341.21643085235,119813.64399570193,214345.6779935239,212340.80617806886,111622.65626427332,159265.9424788245,132124.28470616371,124862.49008563645,113540.3014344256
2013-04-01,225592.0980372442,325754.9458703304,143189.8945285843,257144.04473459267,277203.5294036873,140529.13317823934,105076.01265891526,306264.89436191204,168010.19522576014,237753.94141757386,234746.2477390766,144628.61334655693,404543.6148556494,152625.49856953623,435595.150652383,210566.8958316183,208577.70327888944,126985.13409335946,196126.35398934924,173117.89711171982,153039.698922966,253184.1037438802,155845.12121850697,141289.70492847217,151735.6392899784,219799.83395959475,137054.72928203968,216676.28870642322,163749.05394171106,215755.8855799271,256197.09744630533,177878.14334208018,128590.12372416712,151638.6000362545,119730.20648596405,110177.93735660853,115549.12546429974,104517.06121233608,162623.9076357136,188440.40982110504,234736.34163298583,106360.22952807676,123633.77095040832,119798.80460171774,214983.89300026884,212923.45471663796,111736.37865372626,159989.4822618645,132606.50520520948,125338.4758694736,114129.45212227467
2013-05-01,226431.5225595502,331762.2749869638,145148.29873943084,257997.56934334963,278056.1153673031,141369.7295291071,106476.95724916163,307670.7164198153,170753.5592202162,239700.1455467783,236040.00005635366,145565.2700443667,407511.37927164853,156731.2289735931,437981.81259485334,211255.1901016906,210799.63143155677,128666.80509648973,197131.07662156876,174365.672971428,153969.9344937006,254836.89260258502,156497.3348997382,141864.14724414985,152269.77370634626,220570.15247653893,137881.1694827441,218661.10632728672,164168.05461224288,217162.7380521565,256837.31459706058,178696.93795380552,129264.7577754348,152237.45432166933,119939.47583903896,109841.15389143246,115857.19122321316,104247.32374531128,164401.57934769592,189705.69727775003,235176.7176934461,106596.90723602583,124047.42573980713,119932.1741779539,215440.51500566132,213395.510565368,111931.79143958515,160762.7160190835,133014.76829496687,126006.88485523283,114896.36411124344
2013-06-01,227553.36508960152,339031.67148589616,147067.37691354923,259183.35855626676,279069.0612869091,142372.78293556327,107977.9505129156,309778.7375213553,173633.28072647873,241825.31304946807,237775.00495197627,146714.13757160003,412069.28123911866,161597.82568816448,440866.73831289896,212310.60907037277,213171.6549084132,130381.0209443345,198271.33046718102,175752.26870683787,155108.28650004606,256601.99070727403,157047.56281866677,142466.40371482167,152933.8414771678,221287.95304489412,138551.273423525,220939.9366512643,164576.03557814186,218551.6857144665,258166.12917441872,179929.31004503707,129851.84753391385,152877.39786564905,120089.63282433031,109861.09900087917,116321.09649349866,104048.85374619577,166205.8623971649,191106.68225706337,235784.06694962666,107076.83152537775,124623.80630776548,120285.50223641837,216191.55098455297,213812.8269710124,112171.35833829788,161425.8972886776,133459.412919382,126571.6909219183,115579.47422671661
2013-07-01,228629.09657126977,346313.62365222437,148910.830530623,260364.93026381775,280211.5484467894,143335.41346613137,109426.12202589824,311996.31056059035,176399.99132388007,243838.7712259507,239783.4571755736,147651.40412213432,417081.2294775,166446.01428011214,444565.815680071,213150.071664592,215408.20699975477,132048.2122742585,199142.97878845432,177299.14947187292,155865.39160537397,258070.25827211063,157209.76731259466,142983.35114759064,153613.78175859965,221766.05883683622,139005.31737304234,223194.23248448674,164644.0504542787,219735.32432198024,259531.71438356838,180833.48421931008,130247.53047285421,153425.39659332196,120112.5569187592,109816.4297489496,116857.0604479104,103732.72970838145,167884.07406838713,192515.8614958457,236433.44530467733,107556.19872760458,125256.52670570502,120599.9851900984,216821.26671301376,213799.39364247266,112338.74951106419,161961.17354446673,133926.98592744416,127014.29429059853,116116.61061498565
2013-08-01,229656.67262381336,353278.6384973663,150670.8598064107,261426.03431402464,281551.4207907379,144268.64866041302,111032.72694611123,313985.10732473293,179024.43909972426,245619.30181387663,241868.33988809897,148883.96906918005,421973.1994689962,170777.97592664018,448644.90100235067,214012.03241211796,217457.1891829935,133609.44904319648,200026.5793066402,179034.30053559388,156752.66119837362,259062.40517409483,157266.35852434745,143515.2175923388,154261.688869828,222226.80517680335,139373.83728261662,225402.18408786439,164680.81918570155,220772.50796707827,260823.92895508165,181545.4477307582,130607.77742390819,154082.56676690702,120221.18512537733,110169.6336073545,117435.9149856519,103838.44745476473,169364.67478230715,194050.62526261047,236980.7398964845,108096.37733571795,126096.97136194963,120998.86125305697,217988.8292174684,213770.5051103419,112737.50900304552,162575.2380462087,134569.06476735,127659.7343184076,116605.07271697698
2013-09-01,230495.16637546755,360104.2784068629,152381.31382051352,262193.23249089764,283119.93048155005,144997.05125524048,112455.58766972886,315781.64039101574,181418.70715787043,247362.17052054396,243876.26673002506,150005.28883399218,427659.5332265341,174664.18507382786,453619.31902484875,214927.18777907515,219288.41992345234,134950.24569434166,200968.9707933725,180704.01929669883,157471.05426247706,259985.302846843,157195.30826930734,143978.99307209495,154783.41350849907,222785.7682580965,139705.17173376333,227486.44039706155,164576.36739476083,221699.33423384457,262313.21102124336,182083.5578114064,130907.71533212998,154677.0040461776,120385.9158123606,110251.82452353934,117903.11773731215,104184.28306001825,170739.7703073177,195537.56095049306,237429.14182842162,108386.57888025312,126826.24411135305,121302.34986342322,218947.03995898855,213943.01299282513,112994.81217242779,163133.65285958897,135111.05274970873,128093.66879983025,117001.87836624363
2013-10-01,231358.29944131422,366845.64980369975,154187.19097056086,263007.59178334527,284677.1035314089,145827.59174543511,113815.40855044928,317639.58331062086,183555.73661486022,249175.35543304434,245791.94321702188,151437.27508767843,433904.5809319529,178222.45667858984,458912.123898545,215994.06139366832,221004.74380856115,136323.56933852853,202015.48286734612,182366.49546656324,158086.6551043716,261084.29819333312,157415.51763778777,144561.8261636082,155313.8160709289,223347.52756096874,140182.65094187733,229599.10409192086,164589.61668130953,222620.35209115277,263203.94622035517,182465.8155948933,131397.59184918387,155280.4773728197,120698.2582273441,110619.03546049586,118298.14011070992,104942.60178994176,172112.67475099888,197331.7205198394,237886.1051865366,108696.05168204555,127531.51251363294,121735.01304667549,220536.34814704888,214437.01423684062,113522.97298667644,163951.90375214026,135677.096266504,128570.03508815826,117389.06164211461
2013-11-01,231930.86260932533,372500.34588297416,155782.2121393479,263682.4014466857,285559.2382982457,146588.35983887545,114657.80399101453,319467.0377530519,185167.91659313533,250866.77491201155,247450.90839169853,152675.59238322315,439306.3654129319,181340.4887361537,463054.8342041883,216663.74082951457,222347.26673874143,137420.900414834,202870.32241009324,183633.9803323231,158299.14199697998,262344.07021990704,157573.59725527218,144913.3532214414,155581.4100155552,223180.19138399753,140517.3658860322,231412.03887243825,164415.72157774295,223472.30155530386,263602.0902153009,182680.19467735046,131704.29143757076,155402.42420946,120774.73633772053,110766.53846151858,118387.80316877422,105249.47206457518,173069.0784975494,198646.53504765927,238318.05816504918,108746.8189884284,127779.71333751986,122035.39259000371,222242.8586112373,214689.1524629428,114015.5124880903,164443.9618456389,135934.5824049801,128862.1755237865,117468.25093337633
2013-12-01,232365.63754417142,377055.2993593559,157409.56926753416,264138.177851319,286234.12451168936,147441.82833066263,115376.94538621935,321367.9217423753,186330.23960367395,252618.21744375964,248974.37949563225,153844.8531932062,443158.669675275,183505.62855171136,466104.34867357695,217154.01208118952,223297.6679321905,138620.93361342573,203771.7089056235,184814.25694635184,158000.3554138633,263721.4840601005,157788.426139043,145278.11664605804,155820.25399429005,222714.79776904164,140984.93060877876,233208.385558255,164340.32266497443,224003.79619526723,263056.7150457402,182677.4184575892,132100.80342640865,155597.95926768752,120651.71108600433,111003.57362783584,118443.54601397311,105094.47038415563,173796.89927048265,199663.52108719267,238776.69811027907,108877.4612555265,127813.6940405512,122242.78303912641,223589.96597635563,214730.34250281824,114524.49660652223,164686.44042848414,136253.5554985213,129135.89920324883,117545.11998363178
2014-01-01,232719.3698897306,380352.0787107474,158958.53748046115,264529.80394050415,287164.38215961104,148444.1856435037,116099.01590282314,323176.312755807,187516.10353577186,254366.04337801106,250250.55485825255,154695.81667807887,445617.2143133909,184975.72169913515,468468.2919121643,217594.15473795915,224064.80048276033,139708.64267307194,204710.501376043,185848.5282014464,157607.13710797127,265064.62721034075,157930.23132291136,145615.06482605447,156061.8728404205,222358.3505673442,141400.51013642797,234884.1959369788,164660.69857400467,224415.965832941,262238.23150428367,182676.52268399482,132445.40585518337,155845.20039068608,120648.46938861637,111230.5885496924,118501.40655688105,104566.52305627144,174310.37936197445,200269.17111114098,239145.32942768125,108966.81697076943,127728.02476107772,122258.64884381683,224544.54112879152,214677.49578549992,114799.26198700113,164786.5448024055,136409.94622649602,129390.33704143167,117513.25002035331
2014-02-01,232999.2306771707,383077.7020858059,160627.83140759318,265066.32125639234,288830.2052811047,149575.64096223985,117069.07230985367,324793.3917444746,188780.23859941642,256068.28085213815,251554.11801590596,155615.83722507162,448560.15229973313,186452.46644368334,471107.3553363048,218134.0691944946,224696.18665758971,140925.01266199062,205597.6753188516,186999.65651682368,157362.13953529714,266422.0729948564,158029.565496749,146208.45252865684,156560.98066936035,222560.4999416316,142002.12330527883,236517.49631659198,165240.41965559588,224801.77078135908,261422.95156390136,182743.5744614283,132957.35331222258,156450.06094025032,120925.70924779343,111634.4783142,118727.75057528315,104141.00833226038,174987.13340410698,200735.99517187543,239400.82021301865,109133.32454776531,127726.09211971347,122116.76364545996,224926.544075868,214723.84479760868,114940.17796559178,164705.05121735748,136628.56262393467,129407.85184713187,117625.67312728323
2014-03-01,233484.66391388304,385556.50202169624,162193.33575869614,266051.46731208044,291005.5914667688,150717.0821829167,117948.65553694787,326228.4943482808,190056.30240428922,257618.3894793935,252794.48174215876,156416.46850543589,451155.3913096541,188009.5825551107,474013.2105974581,218729.76995282705,225543.30339981697,142054.03425316865,206462.88535339574,188168.81558171465,157220.1131628763,267753.9886052544,158128.47811195132,146748.39968657828,157097.32087808484,222960.7032943264,142512.4635131981,238124.8352557139,165802.41339996122,225567.66091978096,260915.53100622052,182887.83816032694,133348.83153367302,157142.88611138568,121168.92623955205,111942.68721363267,118973.30408691482,103404.23511932282,175780.3392245262,201051.90581633814,239784.62986326334,109188.15271387102,127821.95870605273,122060.76047371596,225366.91972636827,214824.01573822732,114954.78689282209,164766.58711152477,136842.00369500762,129657.51558055442,117774.78500834123
2014-04-01,234056.49569663277,388579.5431498399,163587.45018375234,267198.1687546223,293135.77910608606,151709.2879317644,118945.97009899486,327735.70348251896,191012.73884292436,258989.50593626805,254218.27468849547,157234.24854278844,454418.1987429477,189887.578403093,477049.88595903205,219293.3999080878,226273.63933113252,143210.82336965692,207240.19918409377,189234.50877722818,157285.6016546776,269201.3296539368,158376.1058982088,147308.7065708542,157657.0871412044,223235.47898442417,143150.66911427304,239704.97328116602,166177.63233896226,226821.1231060678,261306.55465203128,183149.73363316213,133743.12320980118,157915.26684451068,121364.90906064543,112246.34586941016,119413.50319993902,102801.94382217935,176620.71781295163,201426.3974316245,240310.97422726,109439.86869072808,128075.8343636704,122129.06812651617,225252.839288282,215020.61169504785,115081.37305402434,164836.80676576594,137247.39977731011,130168.46618038118,118180.871260838
